Rk,Player,Age,Team,Lg,WAR,AB,R,H,2B,3B,HR,RBI,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,Pos,Player-additional
153,Ramón Laureano,30,BAL,AL,3,259,45,75,17,0,15,46,72,0.29,0.355,0.529,0.884,146,0.373,146,137,97/DH8,laurera01
153,Ramón Laureano,30,SDP,NL,0.8,182,27,49,9,2,9,30,47,0.269,0.323,0.489,0.812,122,0.348,118,89,78/9HD,laurera01
154,Michael Conforto*,32,LAD,NL,-0.7,418,54,83,20,0,12,36,121,0.199,0.305,0.333,0.637,79,0.289,79,139,*7H,confomi01
155,Ángel Martínez#,23,CLE,AL,-0.7,446,56,100,23,2,11,45,110,0.224,0.269,0.359,0.628,73,0.275,68,160,*84H/97,martian02
156,Jackson Merrill*,22,SDP,NL,2.8,440,59,116,25,6,16,67,108,0.264,0.317,0.457,0.774,112,0.331,108,201,*8/H,merrija01
157,Max Kepler*,32,PHI,NL,0,417,58,90,19,0,18,52,93,0.216,0.3,0.391,0.691,88,0.303,83,163,*79H/8,keplema01
158,Carlos Santana#,39,2TM,2LG,1.1,415,49,91,11,0,11,54,91,0.219,0.308,0.325,0.633,77,0.289,77,135,3D/H5,santaca01
158,Carlos Santana#,39,CLE,AL,1.3,396,49,89,10,0,11,52,86,0.225,0.316,0.333,0.65,82,0.296,82,132,3D/H5,santaca01
158,Carlos Santana#,39,CHC,NL,-0.2,19,0,2,1,0,0,2,5,0.105,0.105,0.158,0.263,-25,0.113,-37,3,/3DH,santaca01
159,Gabriel Arias,25,CLE,AL,1.1,432,44,95,25,2,11,54,162,0.22,0.274,0.363,0.638,76,0.277,70,157,64/5H,ariasga01
160,Andrew Benintendi*,30,CHW,AL,1,420,57,101,16,2,20,63,82,0.24,0.307,0.431,0.738,104,0.322,105,181,7D/H,beninan01
161,Dillon Dingler,26,DET,AL,3.1,435,54,121,21,2,13,57,110,0.278,0.327,0.425,0.752,108,0.329,109,185,*2/HD,dingldi01
162,Alek Thomas*,25,ARI,NL,0.1,433,51,108,19,3,9,38,122,0.249,0.289,0.37,0.659,82,0.291,78,160,*8/HD,thomaal01
163,Colt Keith*,23,DET,AL,1.5,414,65,106,22,2,13,45,102,0.256,0.333,0.413,0.746,107,0.326,107,171,D54H3,keithco01
164,Kerry Carpenter*,27,DET,AL,1.8,433,66,109,18,5,26,62,106,0.252,0.291,0.497,0.788,114,0.335,114,215,9D7H,carpeke01
165,Ryan Jeffers,28,MIN,AL,1.2,406,47,108,26,0,9,47,91,0.266,0.356,0.397,0.752,108,0.332,109,161,2D/H,jeffery01
166,Wilmer Flores,33,SFG,NL,0.3,419,44,101,10,0,16,71,88,0.241,0.307,0.379,0.686,96,0.312,101,159,D3H/5,florewi01
167,Victor Scott II*,24,STL,NL,2.2,398,54,86,15,1,5,37,111,0.216,0.305,0.296,0.601,72,0.288,71,118,*8/97,scottvi01
168,Mark Vientos,25,NYM,NL,-0.2,424,44,99,21,2,17,61,115,0.233,0.289,0.413,0.702,97,0.31,98,175,5D/H3,vientma01
169,Jeff McNeil*,33,NYM,NL,2,399,42,97,21,5,12,54,55,0.243,0.335,0.411,0.746,111,0.333,113,164,487D/H93,mcneije01
170,Mickey Moniak*,27,COL,NL,-0.6,434,62,117,20,8,24,68,110,0.27,0.306,0.518,0.824,115,0.349,110,225,*98H7D,moniami01
171,Isiah Kiner-Falefa,30,2TM,2LG,1.6,431,45,113,21,2,2,40,77,0.262,0.297,0.334,0.631,76,0.291,76,144,654/H1,kineris01
171,Isiah Kiner-Falefa,30,PIT,NL,1.6,401,40,106,20,2,1,35,69,0.264,0.3,0.332,0.632,76,0.293,78,133,65/H,kineris01
171,Isiah Kiner-Falefa,30,TOR,AL,0,30,5,7,1,0,1,5,8,0.233,0.258,0.367,0.625,70,0.262,58,11,4/5H16,kineris01
172,Adam Frazier*,33,2TM,2LG,1.4,419,43,112,20,0,7,44,81,0.267,0.319,0.365,0.684,91,0.302,90,153,47H9/D5,fraziad01
172,Adam Frazier*,33,PIT,NL,0.3,235,22,60,10,0,3,21,45,0.255,0.318,0.336,0.654,83,0.292,82,79,47H/9,fraziad01
172,Adam Frazier*,33,KCR,AL,1.1,184,21,52,10,0,4,23,36,0.283,0.32,0.402,0.722,101,0.314,101,74,47/DH59,fraziad01
173,Kyle Stowers*,27,MIA,NL,3.6,399,61,115,21,3,25,73,125,0.288,0.368,0.544,0.912,149,0.391,148,217,79H8/D,stoweky01
174,Willi Castro#,28,2TM,2LG,-0.2,402,58,91,17,3,11,33,111,0.226,0.313,0.366,0.679,89,0.303,89,147,4975/86H1,castrwi01
174,Willi Castro#,28,MIN,AL,0.3,302,48,74,15,2,10,27,84,0.245,0.335,0.407,0.743,104,0.326,103,123,4795/618H,castrwi01
174,Willi Castro#,28,CHC,NL,-0.5,100,10,17,2,1,1,6,27,0.17,0.245,0.24,0.485,42,0.23,47,24,95/48H7,castrwi01
175,Patrick Bailey#,26,SFG,NL,1.1,409,47,91,18,3,6,55,133,0.222,0.277,0.325,0.602,73,0.269,70,133,*2H/D,bailepa01
176,Iván Herrera,25,STL,NL,2.2,388,54,110,13,0,19,66,84,0.284,0.373,0.464,0.837,136,0.372,140,180,D2/7H,herreiv01
177,Logan O'Hoppe,25,LAA,AL,-0.2,423,35,90,8,1,19,43,139,0.213,0.258,0.371,0.629,72,0.275,69,157,2H/D,ohopplo01
178,Tommy Pham,37,PIT,NL,1,392,44,96,17,1,10,52,94,0.245,0.33,0.37,0.7,95,0.317,98,145,*7/H9D,phamth01
179,Austin Wells*,25,NYY,AL,0,401,51,88,22,1,21,71,118,0.219,0.275,0.436,0.712,95,0.305,92,175,*2/HD,wellsau01
180,Austin Riley,28,ATL,NL,1.3,416,54,108,20,1,16,54,128,0.26,0.309,0.428,0.737,105,0.321,104,178,5,rileyau01
181,Andrew Vaughn,27,2TM,2LG,-0.4,406,35,103,22,0,14,65,80,0.254,0.307,0.411,0.719,99,0.311,96,167,3D/H,vaughan01
181,Andrew Vaughn,27,CHW,AL,-1.8,185,9,35,8,0,5,19,43,0.189,0.218,0.314,0.531,47,0.229,37,58,3D/H,vaughan01
181,Andrew Vaughn,27,MIL,NL,1.3,221,26,68,14,0,9,46,37,0.308,0.375,0.493,0.869,141,0.374,139,109,3/H,vaughan01
182,Drake Baldwin*,24,ATL,NL,3.3,405,56,111,18,2,19,80,68,0.274,0.341,0.469,0.81,126,0.358,130,190,2HD,baldwdr01
183,Carlos Narváez,26,BOS,AL,2.8,403,51,97,27,0,15,50,111,0.241,0.306,0.419,0.726,100,0.311,97,169,*2/HD,narvaca01
184,Corey Seager*,31,TEX,AL,6.1,380,61,103,19,0,21,50,87,0.271,0.373,0.487,0.86,151,0.37,153,185,6/D,seageco01
185,Isaac Collins#,27,MIL,NL,2.1,372,56,98,22,3,9,54,93,0.263,0.368,0.411,0.779,118,0.354,125,153,*7H/9D54,colliis01
186,Chandler Simpson*,24,TBR,AL,0.3,414,53,122,15,3,0,26,43,0.295,0.326,0.345,0.671,89,0.306,86,143,87/HD9,simpsch01
187,Nathan Lukes*,30,TOR,AL,1.9,388,55,99,19,2,12,65,60,0.255,0.323,0.407,0.73,100,0.313,97,158,*978H/D,lukesna01
188,Isaac Paredes,26,HOU,AL,2.3,378,53,96,15,1,20,53,76,0.254,0.352,0.458,0.809,123,0.353,127,173,5D/H,paredis01
189,Javier Báez,32,DET,AL,1.9,417,55,107,17,3,12,57,109,0.257,0.282,0.398,0.68,87,0.297,84,166,6854/H,baezja01
190,Matt Shaw,23,CHC,NL,3.1,393,57,89,21,3,13,44,94,0.226,0.295,0.394,0.69,98,0.309,99,155,*5/H4,shawma01
191,Nolan Arenado,34,STL,NL,1.3,401,48,95,18,1,12,52,49,0.237,0.289,0.377,0.666,87,0.297,86,151,5/DH,arenano01
192,Will Smith,30,LAD,NL,4.5,362,64,107,20,1,17,61,89,0.296,0.404,0.497,0.901,152,0.387,151,180,2H/D,smithwi05
193,Josh Lowe*,27,TBR,AL,0.2,396,56,87,21,2,11,40,109,0.22,0.283,0.366,0.65,81,0.289,77,145,9/HD,lowejo01
194,Jonah Heim#,30,TEX,AL,0.6,395,38,84,14,0,11,43,88,0.213,0.271,0.332,0.602,77,0.276,83,131,2DH,heimjo01
195,Brett Baty*,25,NYM,NL,3.1,393,53,100,13,2,18,50,108,0.254,0.313,0.435,0.748,111,0.336,113,171,54H/D,batybr01
196,Luis Robert Jr.,27,CHW,AL,1.4,382,52,85,12,0,14,53,112,0.223,0.297,0.364,0.661,85,0.307,88,139,8/DH,roberlu01
197,Jasson Domínguez#,22,NYY,AL,0.5,381,58,98,18,1,10,47,115,0.257,0.331,0.388,0.719,101,0.324,102,148,7HD,dominja01
198,Tyler Freeman,26,COL,NL,-1.3,377,50,106,20,2,2,31,51,0.281,0.354,0.361,0.715,92,0.324,93,136,9D4H/57,freemty01
199,Jake Mangum#,29,TBR,AL,1.7,405,37,120,18,1,3,40,64,0.296,0.33,0.368,0.698,96,0.313,93,149,*789/HD,manguja01
200,Brandon Marsh*,27,PHI,NL,1.7,379,59,106,25,2,11,43,110,0.28,0.342,0.443,0.785,114,0.346,112,168,*87H/9,marshbr02
201,Jonathan Aranda*,27,TBR,AL,3.4,370,56,117,22,0,14,59,107,0.316,0.393,0.489,0.883,146,0.377,147,181,3DH,arandjo01
202,Daniel Schneemann*,28,CLE,AL,1.9,379,48,78,18,1,12,41,117,0.206,0.283,0.354,0.636,76,0.288,77,134,458H96/7D,schneda04
203,Carson Kelly,30,CHC,NL,3.6,369,48,92,13,1,17,50,80,0.249,0.333,0.428,0.761,119,0.337,121,158,2/HD,kellyca02
204,Wilyer Abreu*,26,BOS,AL,3.2,373,53,92,17,0,22,69,101,0.247,0.317,0.469,0.786,116,0.332,112,175,9H/D,abreuwi02
205,Nick Allen,26,ATL,NL,0.6,371,32,82,11,0,0,22,99,0.221,0.284,0.251,0.535,53,0.243,50,93,*6/4H,allenni02
206,Austin Hays,29,CIN,NL,0.8,380,60,101,16,5,15,64,107,0.266,0.315,0.453,0.768,105,0.335,101,172,7D/H,haysau01
207,Bo Naylor*,25,CLE,AL,1.4,359,46,70,22,1,14,47,99,0.195,0.282,0.379,0.661,82,0.289,80,136,*2H,naylobo01
208,Ronald Acuña Jr.,27,ATL,NL,3.1,338,74,98,12,1,21,42,102,0.29,0.417,0.518,0.935,163,0.407,162,175,9/DH,acunaro01
209,Spencer Horwitz*,27,PIT,NL,1.6,364,55,99,26,0,11,51,73,0.272,0.353,0.434,0.787,118,0.346,119,158,3H/4D,horwisp01
210,Kyle Isbel*,28,KCR,AL,1.6,368,42,94,16,4,4,33,74,0.255,0.301,0.353,0.654,83,0.284,80,130,*8/H,isbelky01
211,Nick Gonzales,26,PIT,NL,-0.7,381,39,99,18,3,5,30,73,0.26,0.299,0.362,0.661,84,0.293,82,138,46,gonzani01
212,Nolan Jones*,27,CLE,AL,-1.1,355,34,75,14,2,5,34,113,0.211,0.296,0.304,0.6,68,0.272,66,108,*98H7/D,jonesno01
213,Royce Lewis,26,MIN,AL,0.7,376,36,89,18,0,13,52,80,0.237,0.283,0.388,0.671,83,0.303,85,146,5/DH,lewisro02
214,Edgar Quero#,22,CHW,AL,1.2,365,31,98,17,0,5,36,71,0.268,0.333,0.356,0.689,94,0.308,96,130,2DH,queroed01
215,Nolan Gorman*,25,STL,NL,0.2,351,48,72,14,1,14,46,136,0.205,0.296,0.37,0.666,88,0.294,86,130,54D/H3,gormano01
216,Mauricio Dubón,30,HOU,AL,1.8,369,43,89,21,0,7,33,42,0.241,0.289,0.355,0.644,78,0.281,72,131,74658H/39,dubonma01
217,Jordan Walker,23,STL,NL,-1.6,363,40,78,13,1,6,41,126,0.215,0.278,0.306,0.584,66,0.273,69,111,9/HD,walkejo02
218,Matt Wallner*,27,MIN,AL,0.5,336,47,68,16,3,22,40,114,0.202,0.311,0.464,0.776,110,0.337,113,156,9D/H,wallnma01
219,Ramón Urías,31,2TM,AL,2.3,352,33,85,17,0,11,44,88,0.241,0.292,0.384,0.675,88,0.296,86,135,54H/3D,uriasra01
219,Ramón Urías,31,BAL,AL,1.5,258,27,64,12,0,8,34,60,0.248,0.3,0.388,0.688,93,0.301,91,100,5/H3D4,uriasra01
219,Ramón Urías,31,HOU,AL,0.8,94,6,21,5,0,3,10,28,0.223,0.267,0.372,0.64,76,0.285,74,35,45/H,uriasra01
220,Liam Hicks*,26,MIA,NL,1.3,332,37,82,13,1,6,45,56,0.247,0.346,0.346,0.693,94,0.32,98,115,23HD,hicksli01
221,Ezequiel Tovar,23,COL,NL,0.7,360,44,91,18,4,9,33,98,0.253,0.294,0.4,0.694,83,0.305,80,144,6,tovarez01
222,Pedro Pagés,26,STL,NL,1.4,361,38,83,15,0,11,45,107,0.23,0.272,0.363,0.635,78,0.278,74,131,*2/34,pagespe02
223,Max Muncy*,34,LAD,NL,3.6,313,48,76,10,2,19,67,83,0.243,0.376,0.47,0.846,136,0.37,136,147,5H,muncyma01
224,Victor Caratini#,31,HOU,AL,0.9,344,35,89,14,0,12,46,65,0.259,0.324,0.404,0.728,101,0.319,101,139,2DH3,caratvi01
225,Kody Clemens*,29,2TM,2LG,1,348,46,74,12,4,19,52,93,0.213,0.281,0.434,0.715,94,0.306,88,151,34H79/18D,clemeko01
225,Kody Clemens*,29,PHI,NL,-0.1,6,0,0,0,0,0,0,0,0,0.143,0,0.143,-56,0.1,-60,0,/H47D,clemeko01
225,Kody Clemens*,29,MIN,AL,1.2,342,46,74,12,4,19,52,93,0.216,0.284,0.442,0.725,96,0.31,91,151,3497H/18,clemeko01
226,Mike Tauchman*,34,CHW,AL,1.9,335,44,88,17,1,9,40,86,0.263,0.356,0.4,0.756,112,0.339,117,134,9D/H,tauchmi01
227,Wenceel Pérez#,25,DET,AL,0.7,344,47,84,17,4,13,43,87,0.244,0.308,0.43,0.738,103,0.316,98,148,98/H7D,perezwe01
228,Brayan Rocchio#,24,CLE,AL,-0.2,344,34,80,18,2,5,44,77,0.233,0.29,0.34,0.63,75,0.278,71,117,64/H,rocchbr01
229,Jake Meyers,29,HOU,AL,2.5,343,53,100,15,2,3,24,67,0.292,0.354,0.373,0.727,103,0.333,109,128,8/H,meyerja02
230,Tommy Edman#,30,LAD,NL,1.1,346,49,78,13,1,13,49,61,0.225,0.274,0.382,0.655,82,0.302,88,132,485/HD,edmanto01
231,Jake Burger,29,TEX,AL,0.8,356,43,84,15,1,16,53,93,0.236,0.269,0.419,0.687,99,0.298,100,149,3DH,burgeja01
232,Jared Triolo,27,PIT,NL,2.4,331,41,75,18,2,7,24,76,0.227,0.311,0.356,0.667,86,0.318,94,118,6534/H1D,triolja01
233,Jurickson Profar#,32,ATL,NL,1,318,56,78,16,1,14,43,59,0.245,0.353,0.434,0.787,121,0.355,125,138,7/D,profaju01
234,José Caballero,28,2TM,AL,2.9,314,52,74,18,1,5,36,98,0.236,0.339,0.347,0.686,94,0.331,100,109,6954H7/D81,cabaljo01
234,José Caballero,28,TBR,AL,1.9,235,37,53,12,1,2,27,80,0.226,0.327,0.311,0.638,81,0.309,85,73,6594H/78D1,cabaljo01
234,José Caballero,28,NYY,AL,1.1,79,15,21,6,0,3,9,18,0.266,0.372,0.456,0.828,131,0.396,144,36,965/H47D,cabaljo01
235,Andrés Giménez*,26,TOR,AL,1.1,329,39,69,11,1,7,35,66,0.21,0.285,0.313,0.598,66,0.277,65,103,46/H,gimenan01
236,Adley Rutschman#,27,BAL,AL,1.9,322,37,71,16,2,9,29,57,0.22,0.307,0.366,0.673,90,0.297,89,118,2D/H,rutscad01
237,Jacob Young,25,WSN,NL,1.3,324,34,75,10,1,2,31,65,0.231,0.296,0.287,0.583,68,0.268,71,93,*8H/D,youngja03
238,Colton Cowser*,25,BAL,AL,1.1,327,36,64,14,0,16,40,128,0.196,0.269,0.385,0.655,83,0.292,79,126,87/9HD,cowseco01
239,Noelvi Marté,23,CIN,NL,1.4,339,45,89,17,2,14,51,85,0.263,0.3,0.448,0.748,99,0.337,103,152,95/H8D,marteno01
240,Ryan Mountcastle,28,BAL,AL,0.1,332,34,83,18,0,7,35,98,0.25,0.286,0.367,0.653,83,0.302,91,122,3D/H,mountry01
241,Jordan Westburg,26,BAL,AL,1.5,328,59,87,10,1,17,41,80,0.265,0.313,0.457,0.77,114,0.334,118,150,54D/H,westbjo01
242,Daylen Lile*,22,WSN,NL,0.7,321,51,96,15,11,9,41,56,0.299,0.347,0.498,0.845,137,0.368,142,160,97D/H,lileda01
243,Casey Schmitt,26,SFG,NL,0.6,312,34,74,15,0,12,40,83,0.237,0.305,0.401,0.706,101,0.311,101,125,453/H6D,schmica01
244,Freddy Fermin,30,2TM,2LG,2,319,32,80,13,0,5,26,65,0.251,0.297,0.339,0.636,78,0.284,77,108,2/HD4,fermifr01
244,Freddy Fermin,30,KCR,AL,1.1,192,17,49,7,0,3,12,37,0.255,0.309,0.339,0.648,82,0.284,80,65,2/HD4,fermifr01
244,Freddy Fermin,30,SDP,NL,0.9,127,15,31,6,0,2,14,28,0.244,0.278,0.339,0.617,70,0.285,73,43,2/H,fermifr01
245,JJ Bleday*,27,ATH,AL,-0.2,307,48,65,17,0,14,39,91,0.212,0.294,0.404,0.698,92,0.3,89,124,89H7/D,bledajj01
246,Jose Iglesias,35,SDP,NL,-0.7,306,29,70,11,0,3,36,56,0.229,0.298,0.294,0.592,66,0.288,74,90,465HD/7,iglesjo01
247,Javier Sanoja,22,MIA,NL,1.5,313,40,76,22,4,6,38,41,0.243,0.287,0.396,0.683,87,0.307,92,124,574H86/13D,sanojja01
248,Tyler Stephenson,28,CIN,NL,1.3,299,40,69,18,0,13,50,116,0.231,0.316,0.421,0.737,98,0.327,99,126,2D/H,stephty01
249,Romy González,28,BOS,AL,2,315,47,96,23,3,9,53,81,0.305,0.343,0.483,0.826,128,0.363,137,152,34H/D5,gonzaro01
250,Tyrone Taylor,31,NYM,NL,1.2,310,34,69,18,3,2,27,76,0.223,0.279,0.319,0.598,70,0.276,70,99,*8H/79,tayloty01
251,Miguel Andujar,30,2TM,2LG,0.8,321,36,102,17,1,10,44,49,0.318,0.352,0.47,0.822,125,0.355,124,151,57DH/39,andujmi01
251,Miguel Andujar,30,ATH,AL,0.2,218,22,65,10,1,6,27,30,0.298,0.329,0.436,0.765,111,0.33,108,95,57/H9D3,andujmi01
251,Miguel Andujar,30,CIN,NL,0.6,103,14,37,7,0,4,17,19,0.359,0.4,0.544,0.944,153,0.407,155,56,DH/37,andujmi01
252,Sean Murphy,30,ATL,NL,2.4,291,34,58,13,0,16,45,105,0.199,0.3,0.409,0.709,98,0.314,99,119,2H/D,murphse01
253,Connor Norby,25,MIA,NL,0.8,311,42,78,17,1,8,34,90,0.251,0.3,0.389,0.689,90,0.317,95,121,5/HD,norbyco01
254,Michael Toglia#,26,COL,NL,-1.7,306,22,58,15,1,11,32,132,0.19,0.258,0.353,0.611,61,0.272,54,108,3/DH,toglimi01
255,Danny Jansen,30,2TM,2LG,2.6,288,38,62,11,0,14,36,86,0.215,0.321,0.399,0.721,101,0.321,104,115,2H/D,janseda01
255,Danny Jansen,30,TBR,AL,1.9,221,28,45,8,0,11,29,68,0.204,0.314,0.389,0.703,96,0.312,98,86,2/H,janseda01
255,Danny Jansen,30,MIL,NL,0.7,67,10,17,3,0,3,7,18,0.254,0.346,0.433,0.779,117,0.352,123,29,2/HD,janseda01
256,Dane Myers,29,MIA,NL,-0.1,307,29,72,10,0,6,31,77,0.235,0.291,0.326,0.617,71,0.284,69,100,89H7/D,myersda01
257,Joey Bart,28,PIT,NL,0.4,285,21,71,12,1,4,30,93,0.249,0.355,0.34,0.696,96,0.32,100,97,2/HD,bartjo01
258,Luis Urías,28,ATH,AL,0.5,287,27,66,7,0,8,25,45,0.23,0.315,0.338,0.653,82,0.302,89,97,4/5H,uriaslu01
259,Starling Marte,36,NYM,NL,1,293,37,79,14,0,9,34,68,0.27,0.335,0.41,0.745,111,0.331,112,120,DH/79,martest01
260,Brooks Baldwin#,24,CHW,AL,-0.6,300,32,72,15,1,11,38,86,0.24,0.29,0.407,0.697,93,0.307,92,122,7895H46,baldwbr01
261,Santiago Espinal,30,CIN,NL,-1.4,301,25,73,12,0,0,16,38,0.243,0.292,0.282,0.575,57,0.257,48,85,54H7/93D6,espinsa01
262,Rhys Hoskins,32,MIL,NL,0.9,279,30,66,12,1,12,43,91,0.237,0.332,0.416,0.748,108,0.331,108,116,3/HD,hoskirh01
263,Kyle Higashioka,35,TEX,AL,1.6,303,33,73,14,1,11,47,72,0.241,0.291,0.403,0.693,102,0.305,105,122,2D/H,higasky01
264,Trey Sweeney*,25,DET,AL,-0.8,296,36,58,6,2,6,32,92,0.196,0.258,0.291,0.548,53,0.248,49,86,*6H,sweentr01
265,Michael A. Taylor,34,CHW,AL,0,295,33,59,20,1,9,35,110,0.2,0.259,0.366,0.625,73,0.268,65,108,*879H/D,taylomi02
266,Dylan Crews,23,WSN,NL,0.4,293,43,61,8,2,10,27,76,0.208,0.28,0.352,0.631,79,0.288,79,103,98/D,crewsdy01
267,Alex Call,30,2TM,NL,1.5,270,43,72,13,2,5,31,55,0.267,0.361,0.385,0.746,112,0.338,117,104,97H/D8,callal02
267,Alex Call,30,WSN,NL,1.1,197,30,54,9,2,3,26,36,0.274,0.371,0.386,0.756,117,0.345,124,76,97H/D8,callal02
267,Alex Call,30,LAD,NL,0.4,73,13,18,4,0,2,5,19,0.247,0.333,0.384,0.717,101,0.321,100,28,7H9/8D,callal02
268,Miguel Rojas,36,LAD,NL,2.1,290,35,76,18,0,7,27,46,0.262,0.318,0.397,0.715,100,0.319,98,115,456H/13,rojasmi02
269,Taylor Walls#,28,TBR,AL,2.6,282,36,62,14,1,4,38,70,0.22,0.28,0.319,0.599,68,0.269,66,90,6/H45D,wallsta01
270,Jorge Soler,33,LAA,AL,-0.5,279,31,60,12,0,12,34,94,0.215,0.293,0.387,0.68,87,0.303,89,108,9D/H,solerjo01
271,Rowdy Tellez*,30,2TM,AL,-0.3,289,34,66,11,0,17,49,83,0.228,0.276,0.443,0.719,106,0.308,105,128,3H/D1,tellero01
271,Rowdy Tellez*,30,SEA,AL,-0.8,173,20,36,6,0,11,27,49,0.208,0.249,0.434,0.682,93,0.289,89,75,3/HD,tellero01
271,Rowdy Tellez*,30,TEX,AL,0.4,116,14,30,5,0,6,22,34,0.259,0.315,0.457,0.772,124,0.336,128,53,3H/D1,tellero01
272,Gabriel Moreno,25,ARI,NL,1.6,277,44,79,12,1,9,40,53,0.285,0.353,0.433,0.786,117,0.341,115,120,2/DH,morenga01
273,Joc Pederson*,33,TEX,AL,-0.3,265,28,48,10,1,9,26,65,0.181,0.285,0.328,0.614,81,0.278,84,87,DH/39,pederjo01
274,Christopher Morel,26,TBR,AL,-0.3,278,37,61,16,0,11,33,109,0.219,0.289,0.396,0.684,90,0.306,92,110,7HD/94,morelch01
275,Roman Anthony*,21,BOS,AL,3.1,257,48,75,18,1,8,32,84,0.292,0.396,0.463,0.859,140,0.375,142,119,97D/H,anthoro01
276,Jose Trevino,32,CIN,NL,-0.2,282,30,67,20,0,4,22,39,0.238,0.272,0.351,0.623,68,0.278,63,99,2/D1H,trevijo01
277,Kyle Farmer,34,COL,NL,-0.8,277,24,63,14,0,8,31,66,0.227,0.28,0.365,0.645,71,0.288,68,101,4D3H65/1,farmeky01
278,Myles Straw,30,TOR,AL,2.9,267,51,70,14,1,4,32,50,0.262,0.313,0.367,0.68,87,0.311,87,98,*87H9/4,strawmy01
279,Kyle Teel*,23,CHW,AL,1.9,253,38,69,11,0,8,35,77,0.273,0.375,0.411,0.786,121,0.353,128,104,2D/H7,teelky01
280,Thomas Saggese,23,STL,NL,0.4,275,25,71,16,0,2,25,83,0.258,0.299,0.338,0.638,81,0.287,79,93,465/HD,saggeth01
281,Ben Williamson,24,SEA,AL,1.3,277,36,70,13,0,1,21,64,0.253,0.294,0.31,0.604,76,0.272,75,86,5/H,willibe03
282,Heriberto Hernández,25,MIA,NL,0.8,256,40,68,12,1,10,45,77,0.266,0.347,0.438,0.784,116,0.344,116,112,7D9H,hernahe01
283,Coby Mayo,23,BAL,AL,0.2,263,30,57,12,0,11,28,84,0.217,0.299,0.388,0.687,93,0.303,92,102,3/DH5,mayoco01
284,Randal Grichuk,33,2TM,2LG,-0.8,272,35,62,18,1,9,27,61,0.228,0.273,0.401,0.674,85,0.293,82,109,HD97/8,grichra01
284,Randal Grichuk,33,ARI,NL,-0.4,175,25,42,15,1,7,22,39,0.24,0.277,0.457,0.734,99,0.317,98,80,DH9/78,grichra01
284,Randal Grichuk,33,KCR,AL,-0.4,97,10,20,3,0,2,5,22,0.206,0.267,0.299,0.566,59,0.251,53,29,9H7/D8,grichra01
285,Mitch Garver,34,SEA,AL,-0.1,254,29,53,5,1,9,30,80,0.209,0.297,0.343,0.639,86,0.286,86,87,2DH,garvemi01
286,Yoán Moncada#,30,LAA,AL,0.7,248,39,58,13,2,12,35,75,0.234,0.336,0.448,0.783,116,0.339,116,111,5H/D,moncayo01
287,Pavin Smith*,29,ARI,NL,0.4,244,36,63,17,1,8,28,92,0.258,0.362,0.434,0.797,120,0.35,121,106,D3H,smithpa04
288,Riley Adams,29,WSN,NL,0.5,263,29,49,8,0,8,24,110,0.186,0.252,0.308,0.56,59,0.258,61,81,2/H3D,adamsri03
289,Colson Montgomery*,23,CHW,AL,3.3,255,43,61,9,1,21,55,83,0.239,0.311,0.529,0.84,130,0.357,131,135,65/H,montgco01
290,Abraham Toro#,28,BOS,AL,-0.2,259,33,62,13,0,7,27,42,0.239,0.289,0.371,0.659,83,0.299,88,96,35/H1,toroab01
291,Henry Davis,25,PIT,NL,0.7,252,25,42,7,0,7,22,76,0.167,0.234,0.278,0.512,42,0.237,40,70,2/HD,davishe01
292,Elias Díaz,34,SDP,NL,-0.2,255,34,52,7,0,9,29,74,0.204,0.27,0.337,0.607,67,0.271,63,86,2H,diazel01
293,Luis Torrens,29,NYM,NL,1.4,261,20,59,14,1,5,29,56,0.226,0.284,0.345,0.629,78,0.283,78,90,2H/1D3,torrelu01
294,Giancarlo Stanton,35,NYY,AL,1.9,249,36,68,8,0,24,66,96,0.273,0.35,0.594,0.944,158,0.398,162,148,D9H/7,stantmi03
295,Francisco Alvarez,23,NYM,NL,2.1,246,32,63,12,1,11,32,73,0.256,0.339,0.447,0.787,122,0.35,126,110,2/HD,alvarfr01
296,Michael Massey*,27,KCR,AL,-0.1,262,20,64,9,0,3,20,43,0.244,0.268,0.313,0.581,63,0.255,57,82,47/HD,massemi02
297,Brady House,22,WSN,NL,-0.6,261,26,61,11,0,4,29,78,0.234,0.252,0.322,0.574,62,0.252,58,84,5/H,housebr01
298,Daulton Varsho*,28,TOR,AL,2.8,248,43,59,13,2,20,55,77,0.238,0.284,0.548,0.833,122,0.343,116,136,8/HD,varshda01
299,Eli White,31,ATL,NL,0.7,256,43,60,8,3,10,35,70,0.234,0.27,0.406,0.677,88,0.308,89,104,97H/D83,whiteel04
300,Dominic Canzone*,27,SEA,AL,1.6,243,30,73,11,0,11,32,59,0.3,0.358,0.481,0.84,142,0.361,142,117,9H/D,canzodo01
301,Keibert Ruiz#,26,WSN,NL,0.8,255,19,63,12,0,2,25,26,0.247,0.277,0.318,0.595,69,0.271,73,81,2/H,ruizke01
302,Blaze Alexander,26,ARI,NL,1.7,230,31,53,12,1,7,28,86,0.23,0.323,0.383,0.706,95,0.315,101,88,54/H78D,alexabl01
303,Oswald Peraza,25,2TM,AL,-0.6,244,24,40,6,0,5,20,80,0.164,0.223,0.25,0.473,33,0.225,28,61,5H346/1D,perazos02
